job_id,num_tasks,scheduling_class,priority,cpu_request_mean,cpu_request_std,memory_request_mean,memory_request_std,disk_space_request_mean,disk_space_request_std,different_machine_constraint_mean
LIVE_000001,98,2,191.46760087378794,1.0771427211694118,0.3644535929164767,2.4544041986660234,1.2124502332983944,1.6615138098350364,0.019416326557742745,0.2
LIVE_000002,12,1,213.38612261975766,0.6306622943376374,0.2994607049584709,0.20031628520944286,0.09468637497679637,1.8642912910078653,0.8014141178705859,0.1
LIVE_000003,206,0,163.75107509946253,2.234352559668317,0.37112621072331,2.0319172582730043,0.2284993422021544,1.7263413173798097,0.4689183278856942,0.0
LIVE_000004,223,1,183.2310597141247,1.4562708068988124,0.2445228693901988,0.6081865388282307,0.12395807646712001,1.598884228702061,0.5183923191169737,0.0
LIVE_000005,117,2,37.88844224321024,0.19406698964596114,0.09676659834064316,2.0957649808304257,0.44382963593691,1.0011069650405753,0.20934555459811904,0.5
LIVE_000006,246,1,350.93906393214013,1.9557619605468648,0.8670293525515624,2.2056456602079875,0.7731475070394257,0.825248880137755,0.37585266720832183,0.5
LIVE_000007,278,0,294.25114327349826,2.1347121329036565,0.06700209671584892,2.7786509784732267,1.1848924302743709,0.06227585221798748,0.010022002816422076,0.0
LIVE_000008,134,2,260.9070550120488,1.8832448666464774,0.7353925307618197,1.899992758304263,0.9330631312123324,0.4907872410973616,0.17978792920136885,0.5
LIVE_000009,16,1,235.9471375489943,0.7895049228337432,0.2560075580347827,0.367303713941347,0.04937913167596052,0.9442092233684269,0.42688169580416413,0.2
LIVE_000010,271,0,403.7208631165267,1.7675785925785288,0.4415028068992429,0.16178361883450826,0.027208683368416496,0.41666422485562776,0.09522763281974296,0.3
LIVE_000011,25,3,25.632731438220734,0.6125638359808977,0.05376568105042533,1.6357363474878264,0.12187650571669946,1.6633498054671665,0.3637822719929068,0.5
LIVE_000012,182,2,129.83468700714732,0.7247605309815096,0.08876073417304498,2.2609632085352454,0.04381498542829162,1.5131699238586567,0.7552403899808287,0.0
LIVE_000013,209,1,92.10839793905797,0.8902849154564014,0.29086760222164815,0.8681639627515146,0.4155616933739842,0.9193560842798504,0.4112613819120594,0.0
LIVE_000014,12,0,300.9669733787559,2.354840283205616,0.9416310890937152,0.8043936176257955,0.3551150909918765,0.6411545611709941,0.24393186724829374,0.5
LIVE_000015,218,3,170.68602096076197,0.8491889139848321,0.3896033265291766,0.9469545763413856,0.08841633971065589,0.6448524306955041,0.0558108965401926,0.1
