job_id,num_tasks,scheduling_class,priority,cpu_request_mean,cpu_request_std,memory_request_mean,memory_request_std,disk_space_request_mean,disk_space_request_std,different_machine_constraint_mean
LIVE_000001,299,1,2.7492453015224765,1.3287090818410183,0.6421134461966369,0.7131938384852402,0.0445586323628117,0.43401652063080376,0.16833344204604977,0.3
LIVE_000002,216,3,33.49396441829357,1.712446080736613,0.27816283716386275,1.8478428284096557,0.1745199089472809,1.2665720265479923,0.2566302912899748,0.5
LIVE_000003,77,0,229.99159951019288,0.9692451694493319,0.36110953408719637,2.0924539485288576,0.9752305339733249,0.3828829405299934,0.13525138331303482,0.0
LIVE_000004,84,2,385.0174039182933,0.44942933640415306,0.17648631278027704,2.9593667964799097,0.26135762071973306,1.9332867565575618,0.375040992450585,0.2
LIVE_000005,245,1,121.74176452908993,1.994136428020108,0.027409715844979636,1.801335918151666,0.587878034095537,0.35953278913987186,0.05151684501115383,0.1
LIVE_000006,104,0,250.42630128251426,0.7312520302145638,0.2523870726369757,0.5346775591187902,0.19225655332391117,1.2152141103362553,0.4627619598059752,0.0
LIVE_000007,210,2,245.2375059052007,0.6039337159701843,0.24854374444173208,2.4898005336273834,0.2010815282686442,1.0546060992369357,0.46902055802246545,0.3
LIVE_000008,152,1,423.7611572409486,0.8719636233786426,0.230717209003721,2.7516564396581553,0.31045909118689813,0.6637059338727432,0.25163860808936567,0.1
LIVE_000009,78,0,231.49722503477815,2.376163604183105,0.2181657818327039,2.8657011780459203,0.6402505326873281,1.8872947007380916,0.6051371501683426,0.1
LIVE_000010,244,2,237.04133611217372,1.8925463972920065,0.2829558530907896,0.3670203911512714,0.07620102728614477,1.2591903630725414,0.5559653295112792,0.2
LIVE_000011,20,3,305.4553583646289,1.1803183206507872,0.2822948178107144,2.0976350912505572,0.19371930380030003,1.7685514980042658,0.14726874000698661,0.1
LIVE_000012,9,1,414.85748221353737,0.9505262113397155,0.28457458012896786,2.894826503077478,0.09405750917191437,0.9163636792607155,0.10267956638793893,0.2
LIVE_000013,259,1,206.8946152550449,2.2980359430771946,0.8348762845232458,2.8089938551595166,0.981685558024666,1.9580329564083752,0.4121988457509434,0.5
LIVE_000014,198,3,424.07797145850753,2.0090016028104354,0.7453571148419416,0.7025345574546117,0.13154769393429575,1.6981015879263017,0.8216385750639544,0.1
LIVE_000015,277,1,362.6916088661954,2.397677876675564,0.8189258762878309,0.8606159451670135,0.1385648166128332,1.7391509244961185,0.40182647642879715,0.1
LIVE_000016,236,1,72.29732624702302,2.452212304461814,0.99225712856533,2.1924313607436865,0.45413723031079983,1.6595742163871916,0.4777479249192308,0.5
LIVE_000017,77,1,327.96259303325104,1.47496958734339,0.13784288193968505,2.023788461487086,0.1234740801427071,0.12201908571129635,0.03955081346605256,0.1
LIVE_000018,258,1,430.5366680840724,0.5076213446106378,0.07245920090286687,1.4345143660714061,0.3225893843653156,0.2152106118795757,0.10216531313253696,0.2
LIVE_000019,61,2,398.11025632926777,1.142805137477682,0.4632232858444729,1.8271827069804214,0.555616666110856,0.372413440488869,0.09265220176954911,0.0
LIVE_000020,193,0,184.40387359480775,1.6029708056476228,0.05123331057326735,0.6614384763795348,0.26168901402998207,1.9314316541154493,0.5893186388356082,0.2
LIVE_000021,225,2,137.10994072905854,2.1313099178218877,0.4368852822624069,1.42388360918392,0.2056758296961024,1.1082308750521173,0.3580949990421782,0.0
LIVE_000022,182,2,134.34826692917773,1.0840050705154676,0.45416071896310245,1.3760131592425169,0.5880624197265777,1.5585816661738536,0.4927054371513562,0.2
LIVE_000023,147,0,180.93114859818382,0.11277174845319902,0.02247933143258774,2.1207730602603965,0.20296487167360383,1.764361121658701,0.5873384650506795,0.3
LIVE_000024,118,0,296.74123782633166,2.4910578873986005,0.6299895799559511,2.120107231448898,0.08066479801975034,0.49389373473613957,0.10007935592506804,0.2
LIVE_000025,56,3,409.3823332463263,1.2047658869617495,0.14744721144472242,2.542479083787942,1.0523298998436423,0.7987507429813584,0.3798874589927899,0.0
LIVE_000026,170,3,339.29687844859876,1.6396354674328881,0.44296657067533785,1.0024969041872702,0.40206963440190086,0.2554429979677661,0.09574160531683705,0.0
LIVE_000027,92,2,299.29461800311907,0.9644050016666985,0.14817433660825047,2.890738865026828,0.8387697320764821,1.5224282043236426,0.1983732028830709,0.2
LIVE_000028,198,1,447.53369570847855,1.5099962900481765,0.1500688427930443,1.2348177520950732,0.5330396654831053,0.5629341298795649,0.01255234844493498,0.3
LIVE_000029,148,1,68.66387890112323,1.82141503324043,0.6825945134346276,1.8862276890140648,0.7600955325472419,0.7603457319339233,0.16661020789827855,0.0
LIVE_000030,250,0,84.57812400384122,1.81717486949623,0.31884639421549266,2.9347545089884264,1.261318357911835,1.0651234485824124,0.25801928826671133,0.2
LIVE_000031,133,0,136.27607456198027,1.5607333522852214,0.1338254725073818,2.9532243019742603,1.347132868902659,0.22243467455549337,0.01571510252483188,0.3
LIVE_000032,64,1,54.15205066591957,1.5772562320647583,0.581560433394625,1.6534852203992751,0.5486981610296726,0.7811829460433432,0.09613866564521734,0.3
LIVE_000033,37,2,202.3559270678741,2.0703966016277193,0.15805981459224908,1.3838493754696874,0.3401117141440831,0.2253694887425804,0.04863770226663224,0.3
LIVE_000034,210,1,444.0412805169607,1.433149093745249,0.6824979194341078,2.1784660063820627,0.013712316186088229,0.5756285041790701,0.25931686799633846,0.5
LIVE_000035,66,2,201.29309814045592,0.9884626851844106,0.023806789323530177,1.9295156158156432,0.4565256682536654,0.1631908661159348,0.011263528648757622,0.1
LIVE_000036,186,3,201.87140760545913,1.129261151234799,0.17106057750959217,1.2887231859657275,0.4192235715627116,0.9885006326923155,0.4868308298311527,0.5
LIVE_000037,248,1,441.24324750946863,0.11416176234158977,0.032870135595316624,2.926294343936147,1.2208495983784138,1.7341407844257015,0.6261992371471817,0.2
LIVE_000038,280,0,428.63509834908615,0.3255292049116262,0.0535355436897227,0.3065498996309198,0.10689019536478171,0.2572864378806609,0.012092420523303024,0.1
LIVE_000039,52,3,147.8855692278474,0.7465853427359223,0.15334872756474327,1.0316310530990989,0.4649179984770028,1.5416674283359002,0.4508811408335008,0.5
LIVE_000040,9,0,332.42714043422677,0.7410593361663933,0.3434927341921574,0.4089569772422469,0.04661160155090528,1.7091207450371309,0.44167363680645066,0.2
